FIR_ID,Police Station Name,District,FIR Number,Date & Time of Registration,Type of Information,Date of Occurrence,Place of Occurrence,Complainant Name,Father/Mother's Name,Age,Gender,Address,Contact Number,ID Proof Details,Accused Name,Accused Father's Name,Accused Address,IPC Sections,Nature of Offence,Complaint Body,Property Details,Action Taken,Complainant Signature,Duty Officer Name,Duty Officer Rank,Duty Officer Badge No,Priority,Date/Time,Police Station,Complainant Age,Complainant Gender,Complainant ID Type,Complainant Address,Accused Age,Accused Gender,Accused ID Type,Crime Location,IPC Section,Status,Investigating Officer,Badge ID
140.0,Dudu PS,Sikar,FIR/2025/0140,07-09-2025 10:18 PM,Written,17-03-2025,outside the textile shop in Johari Bazaar,Lokesh Kumawat,Mukesh Kumawat,30.0,Female,"67, Nasirabad, Balotra",9891507370.0,Aadhar Card,Omprakash Jat,Zeenat Bano,"67, Nasirabad, Balotra",IPC 161,minor stealing,A case of minor stealing was reported near outside the textile shop in Johari Bazaar.,Not applicable,Case registered and investigation taken up,Signed,ASI Dinesh Saini,Sub-Inspector,RJ2889,Low,,,,,,,,,,,,,,
141.0,Tonk Road PS,Sikar,FIR/2025/0141,07-09-2025 10:18 PM,Written,11-07-2025,at the petrol station in Bhankrota,Rajendra Singh,Sanjay Rathore,47.0,Male,"193, Amer, Jhunjhunu",9448182327.0,Aadhar Card,Rakesh Prajapat,Sunita Kumari,"193, Amer, Jhunjhunu",IPC 478,minor stealing,A case of minor stealing was reported near at the petrol station in Bhankrota.,Not applicable,Case registered and investigation taken up,Signed,Inspector Nagma Bano,Sub-Inspector,RJ5850,Low,,,,,,,,,,,,,,
143.0,Bhiwadi PS,Barmer,FIR/2025/0143,07-09-2025 10:18 PM,Written,26-06-2025,outside the coaching center in Gopalpura,Ayesha Bano,Pooja Sharma,27.0,Female,"15, Bani Park, Nathdwara",9503989998.0,Aadhar Card,Unknown person(s),,,IPC 188,collision,A case of collision was reported near outside the coaching center in Gopalpura.,Not applicable,Case registered and investigation taken up,Signed,SI Arif Khan,Sub-Inspector,RJ8267,Medium,,,,,,,,,,,,,,
144.0,Kunhadi PS,Dausa,FIR/2025/0144,07-09-2025 10:18 PM,Written,29-04-2025,at Gandhi Nagar Railway Station,Nawaz Khan,Tarun Rathore,51.0,Female,"6, Neem Ka Thana, Barmer",9771709968.0,Aadhar Card,Laxmi Bai,Hemant Rajput,"6, Neem Ka Thana, Barmer",IPC 373,grievous hurt,A case of grievous hurt was reported near at Gandhi Nagar Railway Station.,Not applicable,Case registered and investigation taken up,Signed,ASI Omprakash Jat,Sub-Inspector,RJ2094,High,,,,,,,,,,,,,,
146.0,Lalkothi PS,Bikaner,FIR/2025/0146,07-09-2025 10:18 PM,Written,30-04-2025,outside the temple in Kishanpole,Rajesh Solanki,Nisha Kumari,30.0,Male,"24, Tehsil Dudu, Jalore",9108798663.0,Aadhar Card,Vikram Choudhary,Rekha Jain,"24, Tehsil Dudu, Jalore",IPC 120,rape,A case of rape was reported. The accused is known to the victim.,Not applicable,Case registered and investigation taken up,Signed,SI Arif Khan,Sub-Inspector,RJ4543,High,,,,,,,,,,,,,,
147.0,Fatehpur PS,Bikaner,FIR/2025/0147,07-09-2025 10:18 PM,Written,06-10-2024,outside the police booth in Shastri Nagar,Pinki Kumari,Gopal Mali,33.0,Male,"143, Civil Lines, Alwar",9749667271.0,Aadhar Card,Unknown person(s),,,IPC 189,cheating,A case of cheating was reported near outside the police booth in Shastri Nagar.,Not applicable,Case registered and investigation taken up,Signed,ASI Devendra Suthar,Sub-Inspector,RJ2321,Medium,,,,,,,,,,,,,,
148.0,Losal PS,Ajmer,FIR/2025/0148,07-09-2025 10:18 PM,Written,09-09-2024,at Sindhi Camp Bus Stand,Shalini Verma,Imran Khan,36.0,Female,"95, C-Scheme, Balotra",9138276540.0,Aadhar Card,Hemant Rajput,Vikas Dangi,"95, C-Scheme, Balotra",IPC 174,car theft,A case of car theft was reported near at Sindhi Camp Bus Stand.,Not applicable,Case registered and investigation taken up,Signed,SI Nitin Meena,Sub-Inspector,RJ5331,Medium,,,,,,,,,,,,,,
150.0,Bhiwadi PS,Dausa,FIR/2025/0150,07-09-2025 10:18 PM,Written,27-10-2024,near the tea stall in Ramganj,Nagma Bano,Tariq Khan,33.0,Female,"181, Phagi, Hanumangarh",9560771283.0,Aadhar Card,Heena Kumari,Wasim Akram,"181, Phagi, Hanumangarh",IPC 353,noise complaint,A case of noise complaint was reported near near the tea stall in Ramganj.,Not applicable,Case registered and investigation taken up,Signed,SI Gopal Mali,Sub-Inspector,RJ6181,Low,,,,,,,,,,,,,,
152.0,Sanganer PS,Chittorgarh,FIR/2025/0152,07-09-2025 10:18 PM,Written,31-05-2025,at the ATM near Lalkothi,Zahid Khan,Omprakash Jat,29.0,Female,"125, Kalwad, Jaisalmer",9341578018.0,Aadhar Card,Unknown person(s),,,IPC 354,scam,A case of scam was reported near at the ATM near Lalkothi.,Not applicable,Case registered and investigation taken up,Signed,SI Deepak Choudhary,Sub-Inspector,RJ9119,Medium,,,,,,,,,,,,,,
153.0,Malviya Nagar PS,Udaipur,FIR/2025/0153,07-09-2025 10:18 PM,Written,19-03-2025,near the dairy booth in Pratap Nagar,Pinki Kumari,Javed Ali,35.0,Female,"12, C-Scheme, Bundi",9342970306.0,Aadhar Card,Ashok Kumawat,Aman Khan,"12, C-Scheme, Bundi",IPC 191,pickpocketing,A case of pickpocketing was reported near near the dairy booth in Pratap Nagar.,Not applicable,Case registered and investigation taken up,Signed,ASI Tariq Hussain,Sub-Inspector,RJ9025,Low,,,,,,,,,,,,,,
154.0,Neemrana PS,Bharatpur,FIR/2025/0154,07-09-2025 10:18 PM,Written,16-12-2024,at the junction near Chandpole,Shahrukh Khan,Saira Begum,43.0,Female,"34, Amer, Rajsamand",9562019440.0,Aadhar Card,Unknown person(s),,,IPC 339,auto lifting,A case of auto lifting was reported near at the junction near Chandpole.,Not applicable,Case registered and investigation taken up,Signed,Inspector Kanchan Devi,Sub-Inspector,RJ9811,Medium,,,,,,,,,,,,,,
157.0,Kota Junction PS,Jhunjhunu,FIR/2025/0157,07-09-2025 10:18 PM,Written,15-12-2024,outside the post office in Adarsh Nagar,Hemant Rajput,Babita Kumari,58.0,Male,"87, Losal, Rajsamand",9947990614.0,Aadhar Card,Unknown person(s),,,IPC 459,bike theft,A case of bike theft was reported near outside the post office in Adarsh Nagar.,Not applicable,Case registered and investigation taken up,Signed,Inspector Ashok Kumawat,Sub-Inspector,RJ7598,Medium,,,,,,,,,,,,,,
159.0,Jhotwara PS,Nagaur,FIR/2025/0159,07-09-2025 10:18 PM,Written,24-07-2025,near Jawahar Circle,Kusum Lata,Aman Khan,28.0,Male,"26, Moti Dungri Road, Udaipur",9810024024.0,Aadhar Card,Neha Solanki,Salman Khan,"26, Moti Dungri Road, Udaipur",IPC 356,misplacement,A case of misplacement was reported near near Jawahar Circle.,Not applicable,Case registered and investigation taken up,Signed,ASI Tariq Hussain,Sub-Inspector,RJ2004,Low,,,,,,,,,,,,,,
161.0,Vigyan Nagar PS,Ajmer,FIR/2025/0161,07-09-2025 10:18 PM,Written,23-02-2025,outside Gaurav Tower,Saira Begum,Chanda Devi,60.0,Female,"55, Kishangarh, Neemrana",9813501514.0,Aadhar Card,Javed Ali,Kiran Kumari,"55, Kishangarh, Neemrana",IPC 192,gunpoint theft,A case of gunpoint theft was reported near outside Gaurav Tower.,Not applicable,Case registered and investigation taken up,Signed,SI Pooja Rathore,Sub-Inspector,RJ7850,High,,,,,,,,,,,,,,
162.0,Alwar Rural PS,Tonk,FIR/2025/0162,07-09-2025 10:18 PM,Written,27-12-2024,outside the police booth in Shastri Nagar,Manish Sharma,Priya Choudhary,44.0,Male,"102, Malviya Nagar, Jaisalmer",9797499903.0,Aadhar Card,Nazma Bano,Rahul Dudi,"102, Malviya Nagar, Jaisalmer",IPC 414,auto lifting,A case of auto lifting was reported near outside the police booth in Shastri Nagar.,Not applicable,Case registered and investigation taken up,Signed,Inspector Firoza Bano,Sub-Inspector,RJ2764,Medium,,,,,,,,,,,,,,
163.0,Bandikui PS,Jodhpur,FIR/2025/0163,07-09-2025 10:18 PM,Written,21-11-2024,outside the cyber café in Sodala,Sakina Bano,Sunita Kumari,52.0,Female,"16, Amer, Ajmer",9770471400.0,Aadhar Card,Pinki Kumari,Anil Kumar,"16, Amer, Ajmer",IPC 132,terrorism,Suspicious activity linked to terrorism was observed.,Not applicable,Case registered and investigation taken up,Signed,ASI Tarun Rathore,Sub-Inspector,RJ7422,High,,,,,,,,,,,,,,
164.0,Bharatpur PS,Alwar,FIR/2025/0164,07-09-2025 10:18 PM,Written,21-05-2025,in Mansarovar Sector 9,Lubna Bano,Reema Kumari,26.0,Female,"144, Moti Dungri Road, Sawai Madhopur",9597531215.0,Aadhar Card,Unknown person(s),,,IPC 186,anti-national activity,A case of anti-national activity was reported near in Mansarovar Sector 9.,Not applicable,Case registered and investigation taken up,Signed,SI Nitin Meena,Sub-Inspector,RJ3037,High,,,,,,,,,,,,,,
165.0,Pushkar PS,Jhunjhunu,FIR/2025/0165,07-09-2025 10:18 PM,Written,14-04-2025,at Sindhi Camp Bus Stand,Javed Ali,Lubna Bano,28.0,Male,"114, Pushkar, Dholpur",9586932730.0,Aadhar Card,Unknown person(s),,,IPC 438,public nuisance,Noise complaint received. Accused warned.,Not applicable,Case registered and investigation taken up,Signed,SI Saira Begum,Sub-Inspector,RJ4479,Low,,,,,,,,,,,,,,
167.0,Sodala PS,Jaipur,FIR/2025/0167,07-09-2025 10:18 PM,Written,02-09-2025,at the junction near Chandpole,Gopal Mali,Saira Begum,62.0,Male,"29, Pushkar, Pratapgarh",9667398328.0,Aadhar Card,Unknown person(s),,,IPC 459,non-fatal accident,A road accident occurred. Minor injuries reported.,Not applicable,Case registered and investigation taken up,Signed,ASI Devendra Suthar,Sub-Inspector,RJ6956,Medium,,,,,,,,,,,,,,
172.0,Beawar PS,Ajmer,FIR/2025/0172,07-09-2025 10:18 PM,Written,23-08-2025,near Bapu Bazaar,Lokesh Kumawat,Sanjay Rathore,31.0,Female,"101, Village Bassi, Neemrana",9868958031.0,Aadhar Card,Narendra Dangi,Manish Sharma,"101, Village Bassi, Neemrana",IPC 176,non-fatal accident,Collision between two vehicles. No casualties.,Not applicable,Case registered and investigation taken up,Signed,Inspector Neha Solanki,Sub-Inspector,RJ9311,Medium,,,,,,,,,,,,,,
175.0,Bassi PS,Jhunjhunu,FIR/2025/0175,07-09-2025 10:18 PM,Written,29-01-2025,at the petrol station in Bhankrota,Manju Devi,Geeta Bai,22.0,Female,"42, Laxmi Colony, Alwar",9240020373.0,Aadhar Card,Shahrukh Khan,Anita Kumari,"42, Laxmi Colony, Alwar",IPC 358,manslaughter,A case of manslaughter was reported near at the petrol station in Bhankrota.,Not applicable,Case registered and investigation taken up,Signed,SI Harendra Singh,Sub-Inspector,RJ2929,High,,,,,,,,,,,,,,
176.0,Phagi PS,Jhunjhunu,FIR/2025/0176,07-09-2025 10:18 PM,Written,09-02-2025,inside Triton Mall,Anjum Bano,Tarun Rathore,65.0,Female,"51, Neem Ka Thana, Sirohi",9481573522.0,Aadhar Card,Farzana Bano,Salman Khan,"51, Neem Ka Thana, Sirohi",IPC 336,encroachment,A case of encroachment was reported near inside Triton Mall.,Not applicable,Case registered and investigation taken up,Signed,SI Nitin Meena,Sub-Inspector,RJ9102,Medium,,,,,,,,,,,,,,
177.0,Kalwar Road PS,Jodhpur,FIR/2025/0177,07-09-2025 10:18 PM,Written,10-06-2025,outside the cyber café in Sodala,Sakina Bano,Nazma Bano,45.0,Female,"5, Sodala, Chomu",9396703373.0,Aadhar Card,Manju Devi,Kanchan Devi,"5, Sodala, Chomu",IPC 386,minor scuffle,Scuffle between two individuals. Matter resolved.,Not applicable,Case registered and investigation taken up,Signed,SI Anjum Bano,Sub-Inspector,RJ9495,Low,,,,,,,,,,,,,,
179.0,Gumanpura PS,Jodhpur,FIR/2025/0179,07-09-2025 10:18 PM,Written,06-06-2025,at the hospital gate in Durgapura,Naseem Ahmed,Anita Kumari,47.0,Female,"117, Chaksu, Jhunjhunu",9498543003.0,Aadhar Card,Unknown person(s),,,IPC 331,extremism,A case of extremism was reported near at the hospital gate in Durgapura.,Not applicable,Case registered and investigation taken up,Signed,ASI Shahrukh Khan,Sub-Inspector,RJ1321,High,,,,,,,,,,,,,,
184.0,Pratap Nagar PS,Bharatpur,FIR/2025/0184,07-09-2025 10:18 PM,Written,10-08-2025,near MI Road crossing,Rekha Jain,Babita Kumari,57.0,Male,"17, Sodala, Dungarpur",9573937869.0,Aadhar Card,Karan Bishnoi,Hemant Rajput,"17, Sodala, Dungarpur",IPC 260,break-in,A case of break-in was reported near near MI Road crossing.,Not applicable,Case registered and investigation taken up,Signed,ASI Mahesh Saini,Sub-Inspector,RJ5704,Medium,,,,,,,,,,,,,,
189.0,Malviya Nagar PS,Jaipur,FIR/2025/0189,07-09-2025 10:18 PM,Written,28-12-2024,outside the police booth in Shastri Nagar,Poonam Kumari,Mohammad Aslam,19.0,Male,"86, Phagi, Jaipur",9848212994.0,Aadhar Card,Unknown person(s),,,IPC 456,break-in,A case of break-in was reported near outside the police booth in Shastri Nagar.,Not applicable,Case registered and investigation taken up,Signed,SI Rani Bai,Sub-Inspector,RJ9665,Medium,,,,,,,,,,,,,,
191.0,Neem Ka Thana PS,Chittorgarh,FIR/2025/0191,07-09-2025 10:18 PM,Written,27-12-2024,outside the bank in C Scheme,Laxmi Bai,Nawaz Khan,55.0,Male,"20, C-Scheme, Neemrana",9925118345.0,Aadhar Card,Suman Devi,Hemant Rajput,"20, C-Scheme, Neemrana",IPC 494,land dispute,Illegal encroachment on farmland. Documents being verified.,Not applicable,Case registered and investigation taken up,Signed,SI Gopal Mali,Sub-Inspector,RJ8286,Medium,,,,,,,,,,,,,,
193.0,Lalkothi PS,Tonk,FIR/2025/0193,07-09-2025 10:18 PM,Written,05-05-2025,outside the textile shop in Johari Bazaar,Ravi Meena,Anil Kumar,42.0,Female,"192, Rajendra Vihar, Nathdwara",9424939879.0,Aadhar Card,Nisha Kumari,Rajesh Solanki,"192, Rajendra Vihar, Nathdwara",IPC 248,neighborhood dispute,Dispute between neighbors over parking space.,Not applicable,Case registered and investigation taken up,Signed,SI Anjum Bano,Sub-Inspector,RJ2226,Low,,,,,,,,,,,,,,
194.0,C-Scheme PS,Jaisalmer,FIR/2025/0194,07-09-2025 10:18 PM,Written,21-01-2025,inside Triton Mall,Shahrukh Khan,Kanchan Devi,18.0,Female,"172, Bani Park, Jodhpur",9710948910.0,Aadhar Card,Unknown person(s),,,IPC 224,misplaced item,A case of misplaced item was reported near inside Triton Mall.,Not applicable,Case registered and investigation taken up,Signed,ASI Tariq Hussain,Sub-Inspector,RJ3000,Low,,,,,,,,,,,,,,
195.0,Ramganj PS,Chittorgarh,FIR/2025/0195,07-09-2025 10:18 PM,Written,20-12-2024,near the metro station in Civil Lines,Yogesh Purohit,Naseem Ahmed,64.0,Male,"155, Laxmi Colony, Phalodi",9381814632.0,Aadhar Card,Unknown person(s),,,IPC 348,sexual assault,A case of sexual assault was reported near near the metro station in Civil Lines.,Not applicable,Case registered and investigation taken up,Signed,ASI Ajay Nagar,Sub-Inspector,RJ6654,High,,,,,,,,,,,,,,
205.0,Hiran Magri PS,Chittorgarh,FIR/2025/0205,07-09-2025 10:18 PM,Written,29-01-2025,near the community hall in Jhotwara,Mukesh Kumawat,Kiran Kumari,49.0,Female,"117, Kishangarh, Balotra",9656167949.0,Aadhar Card,Unknown person(s),,,IPC 283,serious assault,"A violent altercation occurred, resulting in serious injuries.",Not applicable,Case registered and investigation taken up,Signed,ASI Tariq Hussain,Sub-Inspector,RJ3323,High,,,,,,,,,,,,,,
207.0,C-Scheme PS,Udaipur,FIR/2025/0207,07-09-2025 10:18 PM,Written,16-03-2025,near the farm fields in Sanganer outskirts,Imran Khan,Nisha Kumari,24.0,Female,"165, Tehsil Dudu, Banswara",9548742013.0,Aadhar Card,Unknown person(s),,,IPC 183,property conflict,A case of property conflict was reported near near the farm fields in Sanganer outskirts.,Not applicable,Case registered and investigation taken up,Signed,ASI Shahrukh Khan,Sub-Inspector,RJ8147,Medium,,,,,,,,,,,,,,
210.0,Civil Lines PS,Bharatpur,FIR/2025/0210,07-09-2025 10:18 PM,Written,29-09-2024,outside the Panchayat Bhawan in Kalwad,Zeenat Bano,Hemant Rajput,30.0,Female,"99, Gandhi Path, Banswara",9425096997.0,Aadhar Card,Iqbal Hussain,Sakina Bano,"99, Gandhi Path, Banswara",IPC 159,housebreaking,A case of housebreaking was reported near outside the Panchayat Bhawan in Kalwad.,Not applicable,Case registered and investigation taken up,Signed,SI Babita Kumari,Sub-Inspector,RJ7908,Medium,,,,,,,,,,,,,,
211.0,Khairthal PS,Kota,FIR/2025/0211,07-09-2025 10:18 PM,Written,06-04-2025,at the junction near Chandpole,Iqbal Hussain,Rajendra Singh,56.0,Female,"14, Vaishali Nagar, Chittorgarh",9965988072.0,Aadhar Card,Unknown person(s),,,IPC 323,vehicle theft,The complainant's bike was stolen. No CCTV footage available.,Not applicable,Case registered and investigation taken up,Signed,Inspector Sakina Bano,Sub-Inspector,RJ7441,Medium,,,,,,,,,,,,,,
212.0,Shastri Nagar PS,Chittorgarh,FIR/2025/0212,07-09-2025 10:18 PM,Written,09-04-2025,outside the Panchayat Bhawan in Kalwad,Farzana Bano,Wasim Akram,28.0,Female,"9, Phagi, Nagaur",9215345325.0,Aadhar Card,Faizan Khan,Zahid Khan,"9, Phagi, Nagaur",IPC 447,threats,The accused threatened the complainant over a personal dispute.,Not applicable,Case registered and investigation taken up,Signed,SI Priya Choudhary,Sub-Inspector,RJ9004,Medium,,,,,,,,,,,,,,
216.0,Lalsot PS,Jodhpur,FIR/2025/0216,07-09-2025 10:18 PM,Written,16-08-2025,near the railway station in Bharatpur,Faizan Khan,Zahid Khan,62.0,Male,"124, Rajendra Vihar, Pratapgarh",9779320890.0,Aadhar Card,Shalini Verma,Geeta Bai,"124, Rajendra Vihar, Pratapgarh",IPC 165,serious assault,The complainant was severely beaten. Medical aid was provided.,Not applicable,Case registered and investigation taken up,Signed,ASI Mohammad Rafiq,Sub-Inspector,RJ9335,High,,,,,,,,,,,,,,
222.0,Sikrai PS,Jaipur,FIR/2025/0222,07-09-2025 10:18 PM,Written,29-04-2025,outside the cyber café in Sodala,Rukhsar Khan,Wasim Akram,28.0,Female,"184, Moti Dungri Road, Ajmer",9341129737.0,Aadhar Card,Unknown person(s),,,IPC 175,scam,A case of scam was reported near outside the cyber café in Sodala.,Not applicable,Case registered and investigation taken up,Signed,SI Kiran Kumari,Sub-Inspector,RJ4109,Medium,,,,,,,,,,,,,,
223.0,Bandikui PS,Bikaner,FIR/2025/0223,07-09-2025 10:18 PM,Written,24-05-2025,at the market square in Tonk Phatak,Kishan Suthar,Priya Choudhary,64.0,Male,"181, Adarsh Nagar, Beawar",9154166521.0,Aadhar Card,Dinesh Saini,Omprakash Jat,"181, Adarsh Nagar, Beawar",IPC 157,cheating,A case of cheating was reported near at the market square in Tonk Phatak.,Not applicable,Case registered and investigation taken up,Signed,Inspector Farzana Bano,Sub-Inspector,RJ5020,Medium,,,,,,,,,,,,,,
224.0,Lalkothi PS,Jodhpur,FIR/2025/0224,07-09-2025 10:18 PM,Written,10-11-2024,at the railway crossing in Jagatpura,Rakesh Prajapat,Priya Choudhary,45.0,Male,"125, Civil Lines, Dungarpur",9113476559.0,Aadhar Card,Rekha Jain,Kalpana Devi,"125, Civil Lines, Dungarpur",IPC 310,sexual assault,A case of sexual assault was reported near at the railway crossing in Jagatpura.,Not applicable,Case registered and investigation taken up,Signed,SI Shalini Verma,Sub-Inspector,RJ3594,High,,,,,,,,,,,,,,
226.0,Hiran Magri PS,Jhunjhunu,FIR/2025/0226,07-09-2025 10:18 PM,Written,17-10-2024,at Gandhi Nagar Railway Station,Shabana Bano,Laxmi Bai,27.0,Male,"43, Kishangarh, Jhalawar",9956512012.0,Aadhar Card,Unknown person(s),,,IPC 149,extremism,A case of extremism was reported near at Gandhi Nagar Railway Station.,Not applicable,Case registered and investigation taken up,Signed,SI Anjum Bano,Sub-Inspector,RJ3392,High,,,,,,,,,,,,,,
229.0,Surajpole PS,Sikar,FIR/2025/0229,07-09-2025 10:18 PM,Written,07-06-2025,outside the coaching center in Gopalpura,Rohit Gurjar,Faizan Khan,53.0,Male,"82, C-Scheme, Jaipur",9164626511.0,Aadhar Card,Razia Bano,Suresh Saini,"82, C-Scheme, Jaipur",IPC 263,local quarrel,A case of local quarrel was reported near outside the coaching center in Gopalpura.,Not applicable,Case registered and investigation taken up,Signed,Inspector Ashok Kumawat,Sub-Inspector,RJ4784,Low,,,,,,,,,,,,,,
231.0,Kunhadi PS,Ajmer,FIR/2025/0231,07-09-2025 10:18 PM,Written,12-09-2024,at the hospital gate in Durgapura,Rajesh Solanki,Meena Kumari,31.0,Female,"156, C-Scheme, Bikaner",9840317479.0,Aadhar Card,Unknown person(s),,,IPC 269,drunken brawl,A case of drunken brawl was reported near at the hospital gate in Durgapura.,Not applicable,Case registered and investigation taken up,Signed,Inspector Salman Khan,Sub-Inspector,RJ2982,Low,,,,,,,,,,,,,,
232.0,Dausa PS,Jaisalmer,FIR/2025/0232,07-09-2025 10:18 PM,Written,22-08-2025,outside the temple in Kishanpole,Bhupendra Jat,Chanda Devi,23.0,Male,"137, Nasirabad, Makrana",9203018676.0,Aadhar Card,Unknown person(s),,,IPC 295,bike theft,A case of bike theft was reported near outside the temple in Kishanpole.,Not applicable,Case registered and investigation taken up,Signed,SI Deepak Choudhary,Sub-Inspector,RJ8234,Medium,,,,,,,,,,,,,,
234.0,Bharatpur PS,Sikar,FIR/2025/0234,07-09-2025 10:18 PM,Written,05-01-2025,at the petrol station in Bhankrota,Hemant Rajput,Pushpa Devi,22.0,Female,"114, Rajendra Vihar, Jhunjhunu",9585329697.0,Aadhar Card,Unknown person(s),,,IPC 313,manslaughter,A case of manslaughter was reported near at the petrol station in Bhankrota.,Not applicable,Case registered and investigation taken up,Signed,Inspector Chanda Devi,Sub-Inspector,RJ2341,High,,,,,,,,,,,,,,
